txnAmt,status,payer_vpa,payee_vpa,ip_address,hour,date,transaction_type_encoded,transaction_frequency
4896,1,16,13,2.236,2,64,2,1
3116,1,86,16,119.198,20,66,2,1
6612,1,11,12,181.205,21,63,1,1
15494,0,67,16,11.55,8,68,1,1
10233,1,22,2,143.144,10,63,0,1
7312,1,39,30,105.77,14,63,1,1
11376,1,13,23,108.94,15,66,0,2
8992,0,40,2,89.206,20,63,2,1
1617,1,90,1,171.191,23,64,2,1
5482,1,32,29,124.24,16,63,2,2
11698,1,50,20,31.14,14,64,0,1
12507,1,86,25,139.51,17,67,2,1
12257,0,49,5,206.201,8,62,2,1
13043,0,26,8,203.74,10,60,0,1
10381,1,37,16,252.221,0,61,1,1
3616,0,92,24,193.186,21,67,0,1
11834,1,68,18,132.13,15,67,0,3
14657,1,45,7,45.79,17,62,0,1
10364,1,73,25,212.134,11,63,1,1
8603,0,33,1,149.45,11,67,0,1
8157,1,18,21,162.215,6,66,1,2
3518,1,17,4,113.63,5,68,0,1
6034,0,62,20,29.226,16,66,1,2
5969,0,91,25,10.141,18,69,0,1
1057,1,58,10,205.5,2,68,2,1
9625,1,70,9,254.252,3,62,0,1
4601,0,92,23,92.38,18,68,2,2
1208,1,55,12,200.109,13,60,1,2
9919,0,55,7,9.19,18,61,2,1
6867,1,80,10,91.246,0,65,2,1
19497,0,2,6,239.195,5,61,0,1
1909,1,57,9,20.199,18,68,0,1
6177,0,36,8,95.207,9,64,0,1
18157,0,31,27,105.136,10,61,0,1
12190,0,40,5,41.177,11,67,1,3
3958,1,54,19,67.12,11,68,1,2
11478,1,96,18,241.164,1,62,0,2
9112,1,83,9,108.99,23,69,0,2
3761,1,86,2,1.146,22,63,0,3
9838,1,93,30,36.212,10,66,1,1
1679,1,53,21,249.187,13,62,2,2
12144,1,47,5,201.1,13,69,0,2
4869,0,43,21,187.144,6,62,0,1
1132,1,5,14,166.236,10,68,2,1
2465,1,72,15,21.98,17,62,2,1
2478,1,81,20,141.237,5,60,0,1
11228,0,8,19,67.229,22,62,0,1
4040,1,55,31,109.162,11,64,0,1
2727,1,79,22,248.218,0,62,0,2
457,1,56,10,138.167,15,68,1,1
3809,0,96,23,103.218,6,63,1,1
10392,1,55,14,24.9,17,63,2,1
4208,0,9,10,76.224,23,66,0,2
3234,1,7,29,191.237,7,68,1,1
10328,1,50,19,170.123,7,67,2,1
9019,1,70,3,220.242,23,67,0,1
1760,1,17,14,128.254,23,68,1,2
1418,1,36,22,149.6,10,61,0,1
1261,1,13,13,215.72,14,66,2,2
14580,0,82,22,90.195,13,64,2,1
1559,1,21,22,199.44,5,65,1,1
13881,1,85,4,66.187,0,67,2,1
1669,1,54,8,42.202,22,62,2,1
1263,0,28,15,87.105,3,65,0,2
9792,0,97,5,147.14,9,60,2,2
2947,1,98,6,37.9,16,62,1,1
7882,1,39,10,61.234,9,65,2,1
12498,1,9,33,66.254,14,66,2,1
10864,0,36,5,123.117,17,64,1,1
7675,1,84,20,207.57,13,62,2,1
3799,1,66,20,173.2,17,65,1,2
14201,1,30,20,174.78,4,60,0,1
6914,1,88,14,86.103,11,69,1,1
7054,1,37,2,225.241,16,64,1,1
11902,1,29,25,159.237,18,64,0,1
18054,0,17,22,99.147,1,67,2,1
10188,1,42,26,91.135,14,61,2,1
777,1,66,11,142.226,2,69,2,1
1264,1,8,30,224.64,14,65,0,1
16395,0,1,24,190.51,6,63,2,1
18122,0,81,10,13.81,16,62,2,1
5216,1,98,18,198.161,15,62,2,1
13261,1,83,4,242.192,0,64,1,1
9872,1,18,2,178.229,19,64,0,1
11581,1,78,32,246.21,19,69,1,1
9292,1,34,12,22.208,11,61,2,2
10627,1,35,23,177.1,4,60,1,1
9037,1,42,17,4.211,5,65,2,1
19175,0,36,30,238.155,8,66,2,1
14189,1,62,27,165.26,11,65,0,1
10794,0,13,3,100.166,7,69,1,1
8829,1,39,4,135.29,23,66,2,1
1673,1,14,4,229.64,20,62,2,2
6757,1,91,6,57.16,21,63,2,2
18641,0,75,18,87.99,5,62,2,1
15942,0,87,10,162.2,0,61,1,2
7586,1,24,9,90.7,13,60,0,1
6606,1,5,3,201.1,10,64,1,2
11784,1,17,21,164.11,8,67,0,1
5783,0,100,22,11.137,2,61,2,1
6871,1,87,33,130.124,1,62,2,2
9181,1,38,1,76.37,19,60,2,1
13386,1,33,31,129.16,6,66,2,1
9857,1,55,20,178.71,18,61,0,2
11639,1,60,8,250.74,9,67,1,1
10694,1,11,10,166.158,2,67,2,2
6384,0,96,15,221.5,3,60,2,2
10513,1,35,17,191.251,8,61,0,1
7140,1,71,27,191.183,23,69,1,1
14249,1,6,21,237.183,15,66,0,2
2387,0,79,15,222.8,9,69,2,2
9120,1,27,17,44.28,12,64,2,1
9799,1,33,4,32.122,8,63,1,1
8771,0,5,23,44.124,17,69,1,1
13009,1,85,5,100.23,23,62,2,1
3212,0,68,18,18.132,1,67,0,3
11979,1,13,13,99.142,13,65,0,1
14695,1,28,13,219.105,10,61,0,1
2753,1,96,21,92.143,3,65,2,1
11587,1,96,23,68.56,3,69,0,1
1488,0,57,26,137.99,5,64,2,1
3287,1,21,2,247.151,22,63,1,1
3378,1,46,18,249.107,19,64,0,2
13574,1,29,5,218.195,7,64,0,1
19475,0,86,24,125.131,1,61,0,1
10885,0,82,12,185.182,10,65,0,3
10284,1,38,25,119.157,20,64,2,1
2536,0,3,6,64.82,12,63,2,1
2082,1,22,27,14.53,14,66,1,2
12290,1,62,4,112.107,7,63,2,1
7181,1,62,8,30.138,22,63,1,2
2503,1,58,3,142.102,4,66,2,1
1957,1,11,22,5.1,4,67,2,1
15612,0,100,23,149.9,17,65,0,1
5987,1,10,18,23.234,18,61,0,1
9070,1,84,32,160.54,12,68,1,1
1868,1,62,27,98.196,17,61,2,2
7129,1,37,7,68.14,8,65,0,1
12478,1,25,14,130.2,3,64,2,1
17283,0,18,24,54.231,20,62,0,2
13094,1,42,27,62.104,22,63,0,1
10221,1,14,5,194.13,12,60,0,1
13424,1,89,25,62.238,1,69,0,1
10676,1,51,22,226.96,21,69,0,1
14986,0,13,25,2.204,1,61,1,1
19818,0,35,3,159.127,20,68,0,2
15582,0,76,9,107.235,19,68,0,1
651,1,23,25,199.157,20,60,2,1
4581,0,49,10,93.16,7,63,0,1
6876,1,37,21,26.245,3,66,0,2
12346,1,29,5,101.88,11,67,2,1
6057,1,7,9,44.194,5,64,2,2
4176,1,10,29,230.75,11,62,2,1
1773,1,14,29,143.42,22,68,0,2
12034,1,75,13,149.252,23,60,0,1
3696,1,32,19,226.75,8,62,0,1
8446,0,74,15,58.15,22,63,0,2
18357,0,40,2,88.126,12,65,2,2
18083,0,25,20,180.91,9,62,1,1
11654,0,53,32,165.233,10,62,2,1
4224,1,61,18,5.229,8,60,1,1
5811,1,72,21,208.204,18,61,1,2
3400,1,82,10,234.128,7,69,2,3
5767,0,29,5,131.191,2,69,0,3
5607,1,94,11,188.158,16,61,0,1
7105,0,61,17,46.46,21,64,1,1
11635,0,32,21,110.179,6,64,0,2
2550,1,43,30,173.182,8,66,1,1
2549,0,74,26,123.7,14,66,0,1
1211,1,44,25,65.85,0,66,2,1
6953,0,46,26,207.86,4,67,2,1
7469,1,51,2,17.105,21,62,2,2
4695,1,22,14,244.228,10,62,1,2
1967,1,12,29,109.56,15,65,0,1
8946,1,17,13,240.23,21,64,1,1
8118,1,27,22,67.107,20,61,0,2
12553,1,10,28,146.58,6,62,0,2
5459,1,20,21,172.34,14,62,0,1
1709,1,44,29,212.196,2,64,2,1
5193,0,75,20,131.71,8,61,1,1
11205,0,95,30,89.186,10,61,1,2
11530,1,42,29,111.79,5,65,1,2
2569,1,84,23,154.103,7,61,2,1
10014,1,10,17,6.134,12,67,1,1
12073,0,29,22,199.169,22,68,2,1
4934,1,14,23,117.59,5,60,1,1
19339,0,71,17,4.53,21,68,2,1
10913,0,4,10,63.81,4,60,0,2
2724,0,93,4,32.192,4,60,1,1
1037,1,98,3,174.243,13,65,2,1
16315,0,31,10,202.183,11,63,2,1
753,1,19,27,217.111,9,60,0,2
5013,1,88,23,191.69,2,66,0,1
11949,0,26,16,85.168,12,61,0,1
13585,0,5,25,3.56,2,61,0,1
11084,1,21,12,69.75,13,60,1,1
5370,1,79,16,69.11,8,60,2,1
5663,1,47,23,23.27,1,64,1,2
8842,1,62,4,38.227,21,65,0,1
14778,1,35,1,160.229,6,60,0,1
1707,1,63,32,46.21,21,67,2,3
5770,0,62,30,73.237,18,66,2,1
3191,0,25,19,184.231,14,62,0,2
548,1,20,12,211.159,6,69,0,1
3701,1,45,8,4.14,1,62,0,4
2710,1,74,33,74.248,14,61,1,2
11895,1,72,33,104.116,12,60,1,1
1971,1,27,16,125.39,5,69,0,2
11684,1,57,2,177.23,1,62,0,1
9356,1,34,1,92.241,3,64,1,1
12694,1,6,23,252.235,2,68,2,1
7595,0,35,11,73.175,5,69,1,1
5332,0,58,32,120.248,20,60,1,1
14112,1,20,30,63.137,3,64,2,1
5327,1,51,26,201.228,11,67,0,2
12136,1,70,31,46.204,21,68,2,3
13957,0,71,2,179.6,7,69,0,1
6601,0,96,23,23.17,2,62,0,1
319,1,35,5,159.51,19,60,2,1
11223,1,13,10,87.14,12,66,2,2
7190,1,11,18,42.139,17,61,2,1
12171,1,100,10,121.156,8,66,2,1
3662,0,47,14,196.41,6,67,1,2
4159,0,97,27,141.162,2,63,1,1
83,1,72,26,105.63,1,63,0,1
13231,1,22,20,158.207,23,67,1,1
6510,1,72,9,226.159,11,68,0,1
13026,1,32,30,11.4,6,61,2,1
19112,0,59,16,205.93,4,61,0,2
13036,1,51,31,225.94,10,69,1,2
2254,1,26,10,15.133,0,62,2,1
12597,1,100,9,101.37,14,66,2,1
10858,1,6,15,189.232,9,65,2,1
2607,1,35,30,217.129,7,68,0,1
11446,1,19,6,150.104,18,69,1,1
9475,1,44,8,129.12,2,61,2,1
14152,0,99,14,133.166,1,63,2,1
15623,0,11,14,160.75,5,69,1,2
4816,0,82,3,185.164,19,68,1,2
6140,0,17,25,231.11,10,69,2,1
4975,1,54,25,208.34,13,69,1,1
12821,0,33,9,88.172,8,65,1,1
18835,0,97,23,167.95,13,62,1,1
1848,1,31,25,251.18,9,63,2,1
16168,0,62,18,151.193,1,64,0,2
7478,1,5,4,60.38,5,64,1,1
12223,1,49,18,103.244,3,65,1,2
6236,0,35,1,178.99,18,69,0,2
826,1,9,20,218.85,12,68,2,1
8337,1,79,23,201.4,11,64,0,1
5954,1,82,18,234.18,15,63,0,1
10717,0,85,16,223.19,5,66,1,1
1169,1,29,14,56.36,0,67,2,1
3009,1,37,12,128.216,6,63,2,1
2060,1,8,5,82.159,11,62,0,2
15961,0,99,29,166.193,6,60,2,1
3322,1,6,32,61.219,15,69,2,1
18678,0,2,22,138.5,11,63,1,2
14435,1,95,33,242.198,12,65,2,1
16816,0,98,22,56.14,8,60,2,1
13393,1,22,11,135.154,7,66,2,1
11355,1,7,27,133.78,22,60,0,1
7890,1,46,15,15.16,20,68,0,1
6371,0,94,13,136.162,4,62,2,1
6750,0,88,27,212.63,7,69,2,1
14848,1,87,7,176.66,17,62,2,1
17364,0,94,2,36.56,10,64,0,1
92,1,2,8,54.254,14,65,2,1
1880,0,96,10,225.61,20,61,2,1
891,1,1,12,138.207,16,64,1,2
17405,0,65,20,101.33,3,63,2,2
3883,1,95,23,108.191,6,64,0,1
9992,0,14,28,207.5,3,67,2,1
494,1,65,17,199.181,14,68,1,1
3811,1,82,19,42.147,20,61,1,2
9397,1,66,26,88.47,19,68,2,1
13567,1,82,8,130.106,8,65,2,1
2845,0,15,21,45.21,10,63,2,3
7694,1,87,17,78.248,3,62,0,1
12829,0,70,22,3.38,5,60,2,1
14987,0,61,8,135.33,7,60,2,2
3067,1,3,15,237.219,2,61,2,2
2074,1,100,28,230.215,9,65,2,1
14811,1,100,23,189.105,12,66,1,1
1508,1,31,17,43.206,10,68,1,1
10988,1,90,8,28.159,10,67,0,1
9854,0,89,19,7.116,17,63,1,1
3738,1,79,11,5.184,20,64,1,1
3572,0,30,10,219.16,6,65,0,2
9969,1,69,3,217.176,1,63,0,1
2384,1,85,2,158.148,16,65,0,1
9457,1,45,10,64.114,3,60,0,1
4570,1,48,18,124.76,4,66,1,1
12696,1,72,19,247.25,11,61,0,1
5467,1,60,26,174.175,15,62,0,1
566,1,51,32,164.113,18,64,0,1
12732,1,50,14,142.43,17,66,0,2
14606,1,73,13,151.191,16,61,0,2
10211,1,86,2,81.118,19,66,1,1
5631,0,15,9,235.231,19,60,0,1
10479,1,9,26,0.83,17,68,2,1
7848,1,100,26,7.155,3,67,0,2
12413,0,42,23,240.242,16,65,0,1
2310,0,53,7,176.149,17,69,1,1
4314,1,58,7,46.31,20,68,2,1
8249,0,67,4,34.127,6,63,0,1
14132,1,9,3,194.177,22,61,2,1
6716,1,73,3,128.87,18,63,1,1
12642,1,45,26,24.232,21,69,0,3
1994,0,30,6,161.204,3,60,2,3
10583,1,1,27,61.98,8,68,1,1
2543,1,84,10,24.78,2,65,1,1
506,1,29,1,111.229,11,61,2,1
11479,1,88,23,40.45,10,64,2,2
9830,1,4,5,173.16,1,63,2,1
13738,1,8,28,76.75,21,66,2,2
10043,1,83,24,84.214,1,68,1,1
3655,1,48,5,51.19,3,69,2,2
929,1,1,20,227.87,18,62,2,1
6611,1,76,26,162.203,10,68,2,1
9704,1,3,19,8.138,11,66,0,1
4048,1,100,2,168.68,19,69,1,1
14986,1,96,4,5.87,17,61,0,1
1123,0,73,33,94.185,18,63,2,1
7620,1,51,17,128.192,5,63,0,1
679,1,31,1,140.4,13,67,1,2
2522,1,90,22,186.68,20,69,0,2
13560,1,73,27,120.26,1,67,1,2
1921,1,6,26,47.126,2,61,2,1
1713,1,24,18,244.149,15,64,0,1
2638,0,25,12,166.116,20,65,2,2
5567,1,34,3,216.33,6,62,1,1
18335,0,54,18,121.196,18,65,1,1
5146,0,11,15,252.41,23,62,1,2
12294,1,5,26,79.5,23,64,2,1
7238,0,19,24,93.247,5,68,0,1
10950,0,82,24,143.84,20,63,1,2
6771,1,68,2,120.222,11,62,1,1
13905,1,70,1,227.83,4,60,0,1
6044,1,55,1,214.37,0,66,2,2
10318,1,68,27,80.144,19,64,0,1
14548,1,7,30,144.22,17,65,2,1
9842,0,78,27,165.113,4,69,0,1
18693,0,26,13,138.174,9,64,0,2
1954,0,36,20,195.235,14,66,1,1
1880,1,14,1,237.13,22,62,0,2
3539,1,32,7,7.113,3,62,0,1
8470,1,83,5,174.182,21,62,0,2
7540,1,43,25,92.187,5,63,2,1
1897,1,28,31,46.135,22,68,2,1
11071,1,11,2,49.128,14,66,2,2
14979,1,90,27,82.76,3,68,0,1
10749,0,56,7,23.34,1,61,1,1
14565,1,32,1,76.51,20,66,1,2
3193,1,13,8,120.49,23,62,0,3
4776,1,65,3,131.108,18,68,2,1
7278,0,59,19,19.182,4,66,1,1
1173,1,36,4,116.13,3,61,0,1
3615,1,70,32,32.218,1,60,1,1
7473,1,72,12,127.172,20,69,0,1
13936,0,78,26,3.8,5,65,0,1
12138,0,9,6,132.147,15,60,1,2
13089,1,95,24,220.58,0,63,1,1
14893,1,2,10,46.97,8,69,0,1
7318,1,92,20,90.52,21,64,2,3
14976,1,14,5,169.233,9,62,1,1
4662,1,78,29,50.114,10,67,0,1
4354,0,64,31,74.27,23,69,1,1
13077,1,30,31,131.197,10,64,0,1
4315,0,24,25,43.218,10,69,2,1
5839,0,66,11,86.17,10,64,1,2
1841,1,4,2,216.201,5,63,1,1
9297,1,2,2,69.74,8,60,1,1
5573,0,6,25,68.137,18,68,1,1
13919,1,52,11,50.22,22,65,1,1
2046,1,95,7,107.145,8,64,0,1
7077,1,86,30,88.2,18,61,2,1
12735,1,7,2,16.236,6,61,2,1
6339,0,54,3,89.25,21,61,2,3
2316,1,80,27,203.195,1,60,0,2
5870,1,50,17,91.44,9,66,2,2
11125,1,17,16,21.253,4,65,0,1
1301,1,90,5,115.167,8,61,0,3
4618,1,33,28,165.165,5,63,2,1
8379,1,78,24,115.241,11,61,1,1
9524,1,87,12,142.173,22,69,1,1
10017,1,73,15,67.136,12,64,0,1
5084,1,28,5,5.35,15,63,1,1
9305,1,41,9,57.79,4,62,0,1
9171,0,27,26,58.203,6,66,2,2
12056,1,44,29,52.41,3,60,1,1
12847,1,60,12,168.75,9,65,0,1
10199,0,97,5,202.28,0,67,0,2
13497,1,45,29,0.233,19,60,1,1
12856,0,37,25,251.47,15,64,0,1
8673,1,88,16,103.203,12,67,0,1
9099,1,26,7,245.233,15,64,1,1
6726,0,69,32,165.152,18,62,2,2
3262,1,36,26,221.25,7,67,2,1
8806,1,70,32,145.181,10,62,0,1
5640,1,88,8,124.26,8,69,0,1
2115,0,35,29,170.219,7,67,2,1
1193,1,87,6,111.15,17,65,1,1
16130,0,23,14,168.25,9,67,0,1
11301,1,9,5,231.242,17,68,2,1
12082,1,63,1,6.245,4,67,0,1
11045,1,47,14,92.241,7,61,1,1
13302,1,2,27,168.131,11,65,2,1
10375,0,35,9,24.19,21,65,1,3
6828,1,17,18,214.203,3,68,2,1
11802,0,2,19,10.241,23,64,1,1
6355,1,60,12,41.5,0,68,0,1
3876,0,3,11,57.1,4,65,1,1
4586,1,26,5,164.209,21,63,1,1
4678,1,63,24,63.69,1,65,2,1
2618,1,26,20,37.236,3,60,1,1
9968,1,59,25,185.192,11,64,1,2
12826,0,56,14,194.119,15,64,2,2
1338,1,42,24,62.56,2,69,0,1
410,1,50,19,162.104,5,68,1,1
9698,0,43,29,111.17,0,62,1,1
4151,1,87,12,50.105,6,65,2,1
19404,0,41,26,201.54,4,60,0,2
7619,1,38,32,143.188,21,68,2,2
1708,0,1,4,129.173,2,68,0,1
6130,0,27,22,226.85,23,65,1,1
11926,1,7,13,65.183,12,65,2,2
3616,1,27,3,182.86,9,67,2,1
8088,1,55,23,198.151,12,68,0,1
8799,1,62,1,193.113,16,67,0,1
14015,1,11,5,144.41,22,67,2,1
6432,1,99,13,182.236,6,69,1,1
14367,0,47,31,97.78,14,66,2,1
16872,0,98,16,77.234,9,68,2,1
11711,1,10,21,215.144,15,66,2,2
4219,1,63,23,229.89,19,64,0,2
11588,1,73,16,150.27,1,66,2,1
14968,1,58,31,55.96,22,63,0,3
2552,1,29,25,60.28,0,68,0,1
7123,0,74,27,70.248,4,62,1,2
3485,1,2,14,20.205,6,61,1,1
12014,1,100,6,140.148,17,69,0,1
6978,0,12,11,102.67,19,62,0,1
2908,1,13,15,125.3,1,63,0,1
13959,1,30,20,202.153,18,66,2,2
2383,0,9,32,220.238,9,61,2,3
5399,1,40,15,202.91,22,68,2,2
13144,0,90,13,108.204,9,69,2,1
728,1,26,10,45.32,8,65,0,1
7723,1,28,30,71.241,13,62,2,1
7230,1,40,9,84.234,22,61,2,1
18581,0,29,3,85.152,18,64,2,1
3960,1,16,28,120.128,4,63,0,1
12495,1,51,12,124.12,15,65,1,1
5249,1,81,23,48.114,17,60,0,2
19080,0,29,1,148.56,6,64,2,2
2340,1,17,5,22.71,1,60,2,1
2305,1,33,3,48.94,8,64,0,1
3166,1,25,22,184.145,13,60,2,1
2639,1,28,29,135.4,12,64,0,1
2677,1,48,24,206.118,4,69,0,1
1787,1,71,32,220.97,5,66,2,1
851,1,2,5,37.23,2,61,0,1
12204,0,90,8,213.4,14,64,0,2
8102,1,44,1,85.127,15,61,0,1
15731,0,91,19,45.43,14,62,2,1
5999,1,77,23,206.217,10,69,0,1
5781,1,21,17,84.213,19,68,0,1
9589,0,15,8,73.222,0,63,0,1
5217,0,53,6,56.45,22,63,1,1
16981,0,37,21,172.159,3,66,1,2
9824,1,95,8,153.188,13,66,1,1
6820,1,20,20,226.155,9,69,2,1
2289,1,21,14,24.31,20,61,1,1
18520,0,64,13,196.205,11,65,1,1
16986,0,78,27,94.189,8,67,0,1
11085,1,76,2,116.36,6,66,1,1
6827,1,64,3,51.169,16,68,1,1
13845,1,66,5,54.11,14,65,0,1
9004,1,26,12,249.32,10,68,0,1
9231,1,83,23,223.75,21,69,1,1
7493,1,12,9,204.12,0,65,0,1
18624,0,97,33,98.23,7,66,2,1
6946,1,58,32,128.26,20,61,1,1
4922,1,32,2,122.14,15,65,2,1
14640,0,92,13,233.124,16,61,0,1
14269,0,4,3,78.214,22,67,2,1
12178,1,43,26,128.74,7,68,2,1
251,1,45,24,13.59,19,60,0,2
17424,0,84,26,179.23,22,68,1,2
8204,1,13,10,170.2,14,62,1,1
14185,0,53,23,32.67,6,65,2,1
5712,1,40,14,13.53,21,67,0,1
10517,1,59,27,229.48,3,63,1,1
13231,0,15,20,181.57,22,64,0,1
7271,1,71,9,157.22,21,68,0,3
16697,0,34,31,51.169,4,66,2,1
1116,1,78,33,153.209,2,65,2,1
2856,1,76,33,126.96,17,69,0,1
7829,0,10,29,115.82,5,63,2,1
13752,1,39,9,44.138,9,69,2,2
5970,1,23,6,186.23,3,64,1,1
3810,0,100,17,41.128,3,69,1,1
18750,0,25,2,29.218,7,68,2,1
4857,0,5,24,221.121,23,66,1,2
11609,0,34,19,201.127,19,61,1,2
5250,1,73,25,106.7,1,67,0,1
3647,1,42,9,173.4,1,62,1,1
15156,0,31,13,8.38,16,62,0,1
2576,0,37,3,244.237,8,61,1,1
11453,1,80,2,71.206,19,60,0,1
13316,0,77,31,112.41,0,64,0,1
8095,0,42,12,20.165,14,63,1,1
12354,1,95,8,160.69,15,60,1,1
1832,1,18,15,7.133,14,61,1,1
19516,0,93,28,90.221,9,68,1,1
10731,1,52,18,241.129,17,60,1,2
18086,0,32,29,198.135,19,61,1,1
7617,1,37,31,187.137,21,68,1,1
12922,1,49,22,227.162,9,65,2,1
19748,0,15,9,120.25,8,62,0,1
2022,1,53,5,244.127,0,61,1,1
6209,1,1,7,64.96,20,69,0,2
2521,1,82,11,125.52,13,60,2,1
13143,1,83,13,118.42,21,67,0,2
2725,0,38,2,162.62,17,64,1,1
9752,1,89,31,245.32,6,63,2,1
9136,1,32,19,92.243,20,66,0,1
6814,1,57,15,240.66,7,66,2,1
10145,0,69,29,77.41,0,61,0,1
4777,1,16,23,210.148,10,64,0,1
4897,0,63,19,168.242,15,60,0,1
12318,1,33,32,106.85,3,66,2,1
3217,0,61,33,135.67,8,61,2,1
4316,1,87,18,74.84,11,64,1,1
3243,1,38,11,244.11,3,67,1,2
15707,0,97,22,43.143,11,69,0,2
7958,1,15,10,75.133,4,66,2,1
13651,0,23,5,80.186,5,65,1,1
11589,1,98,28,108.231,1,67,1,2
1852,1,15,2,208.152,15,67,2,1
696,1,21,24,153.164,19,69,1,1
9085,0,13,22,217.184,6,63,1,1
3821,1,15,16,233.238,17,65,1,3
13248,1,12,7,118.186,5,61,2,1
3576,1,34,16,230.209,9,63,0,1
5130,0,97,4,24.65,1,63,0,1
3114,0,45,7,92.49,12,68,0,1
10375,1,31,14,68.242,6,63,0,1
14775,1,88,29,176.14,15,69,2,1
1008,1,16,21,71.22,22,65,0,1
10024,1,94,20,114.39,17,69,2,1
13357,1,95,14,124.39,20,64,2,1
3216,1,23,20,100.169,22,60,2,1
12470,1,20,28,89.219,19,63,1,1
18644,0,69,32,245.45,1,66,2,2
9047,1,74,1,124.168,15,61,1,1
11342,0,57,4,56.15,21,60,2,1
3220,1,68,1,37.35,10,60,2,1
4865,0,15,32,252.12,0,66,0,1
4556,1,76,3,113.222,18,67,0,1
13398,1,68,30,49.24,6,65,2,1
6117,1,82,3,56.165,19,66,2,1
14108,1,41,28,72.166,4,65,0,2
14633,0,84,20,188.247,16,61,2,1
2232,1,39,8,186.8,18,63,1,1
1219,1,64,21,222.53,9,68,1,1
1837,1,5,10,49.125,2,62,0,2
7836,1,96,19,30.252,15,67,0,1
18561,0,83,16,69.7,18,60,2,1
95,1,42,5,96.1,15,66,1,1
5848,1,94,13,221.149,22,69,2,1
9213,1,56,26,12.61,17,69,2,1
13598,1,97,6,49.167,12,60,2,4
3077,1,84,12,49.23,7,67,1,1
13268,0,92,7,234.12,22,63,1,1
8920,1,18,28,223.233,23,68,0,1
7537,0,77,13,221.204,23,67,2,1
9979,1,5,15,3.189,13,69,1,1
10111,0,51,14,33.22,20,64,1,1
1294,0,11,7,24.118,10,64,2,1
11359,1,32,19,130.145,16,60,1,1
7925,1,2,29,135.49,9,60,1,2
13501,1,74,29,101.64,22,67,2,2
14394,1,93,32,225.79,4,63,1,1
5532,1,59,21,51.135,2,65,2,1
9863,0,70,8,163.35,14,69,2,2
2622,1,35,18,89.114,18,64,2,1
8425,1,14,15,39.135,1,63,1,1
13481,1,87,1,123.163,16,63,2,2
11854,1,97,19,176.104,0,66,1,2
5653,1,96,16,59.185,1,67,1,2
12953,1,30,4,243.187,2,69,0,1
5712,1,62,22,78.74,15,64,2,1
11733,1,84,4,87.237,3,65,0,1
4667,1,87,26,1.1,20,63,0,1
3721,1,92,27,76.58,3,64,1,1
4306,1,13,2,203.237,12,69,1,2
12208,1,96,24,48.156,13,67,0,1
10582,0,17,20,90.126,19,60,1,1
3052,1,53,31,14.149,19,63,1,1
12162,1,22,18,75.7,15,67,1,1
4905,1,26,16,185.98,15,63,2,3
7935,1,47,29,78.32,22,60,2,1
3020,1,56,14,93.82,5,60,1,1
13905,1,41,21,38.226,6,61,2,1
14542,1,22,2,159.144,1,69,1,1
7146,1,35,23,14.96,11,69,0,1
11723,1,3,2,16.186,11,66,0,1
2913,1,78,2,64.204,6,60,1,1
933,1,8,22,212.194,4,65,1,1
9170,1,93,15,183.169,2,69,1,3
13251,1,78,32,161.113,14,67,2,1
17427,0,99,27,104.234,20,60,0,1
1005,1,98,23,185.167,7,62,0,1
3283,1,57,23,55.82,21,64,0,1
9133,1,23,31,39.3,2,66,2,1
4182,0,70,21,21.43,22,69,2,1
4851,1,4,18,41.167,15,69,1,1
2313,0,18,28,79.97,22,61,0,1
13811,1,35,26,192.253,13,61,0,1
2068,0,90,6,107.2,11,63,2,1
8042,0,60,31,60.21,20,69,2,1
3242,1,88,4,230.63,2,69,1,3
10920,1,7,7,141.137,1,60,2,2
5694,1,30,13,141.53,1,67,2,1
18592,0,54,24,194.5,7,69,1,1
4289,1,60,29,134.11,18,61,2,1
2568,1,96,7,147.75,15,63,1,1
11977,1,73,12,251.161,16,67,0,1
953,1,22,26,201.87,18,64,1,1
10564,0,43,27,236.98,18,64,1,2
4761,1,15,29,30.137,17,66,1,2
11442,1,32,9,243.176,9,64,1,2
12529,0,23,28,103.6,14,69,1,1
10511,1,52,7,6.125,3,60,0,2
12676,1,79,13,41.217,3,65,2,1
4510,1,68,32,119.62,6,65,0,1
3367,1,63,3,237.26,5,69,1,1
12541,0,36,21,88.141,22,62,2,2
17490,0,61,20,21.222,17,69,1,1
11546,1,66,27,216.108,23,66,0,1
5291,0,65,17,245.136,11,65,0,1
17476,0,41,11,16.228,5,65,1,1
8796,1,95,16,158.4,0,62,2,1
11482,1,66,21,130.191,17,66,1,1
11022,1,73,11,26.127,1,63,2,1
2436,1,64,12,147.41,3,63,1,1
15616,0,11,31,33.102,5,65,2,1
13951,1,41,20,168.201,4,65,0,1
5645,1,17,5,241.31,5,63,1,1
7123,1,36,10,251.27,1,63,0,2
1257,0,71,22,137.17,15,62,0,1
401,1,17,2,165.219,1,69,0,1
1425,1,80,10,14.208,6,60,1,1
11679,1,67,8,90.132,5,66,0,1
18153,0,18,8,222.241,17,67,0,1
770,1,31,1,194.76,17,67,1,2
2784,1,10,25,11.188,1,63,1,2
4710,1,23,3,12.153,3,64,0,1
16319,0,72,3,220.148,3,61,2,1
8568,0,65,4,195.63,19,67,2,1
9354,1,92,13,192.182,18,62,2,1
11643,1,18,31,200.69,10,64,1,1
9305,0,24,29,168.241,10,66,2,1
